,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8267,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0,130000,0,40000,170000
8268,Blood Bowl,X360,2009,Sports,Focus Home Interactive,130000,30000,0,10000,170000
8269,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,120000,40000,0,0,170000
8270,Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,120000,40000,0,0,170000
8271,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,170000,0,170000
8272,Learning to Spell,DS,2010,Misc,505 Games,160000,0,0,10000,170000
8273,"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,150000,10000,0,10000,170000
8274,Super Power League,SNES,1993,Sports,Hudson Soft,0,0,170000,0,170000
8275,Easy Piano,DS,2009,Misc,Game Life,40000,110000,0,20000,170000
8276,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,170000,0,170000
8277,Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0,0,170000,0,170000
8278,Payday 2,XOne,2015,Shooter,505 Games,80000,70000,0,10000,170000
8279,25 to Life,XB,2006,Shooter,Eidos Interactive,120000,40000,0,10000,170000
8280,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0,0,170000,0,170000
8281,NASCAR '15,X360,2015,Sports,Deep Silver,150000,0,0,20000,170000
8282,TransFormers Animated: The Game,DS,2008,Action,Activision,150000,10000,0,10000,170000
8283,Fracture,PS3,2008,Shooter,LucasArts,110000,40000,0,20000,170000
8284,Sega Superstars,PS2,2004,Misc,Sega,80000,60000,0,20000,170000
8285,Midway Arcade Treasures,GC,2003,Misc,Midway Games,130000,30000,0,0,170000
8286,Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,120000,40000,0,10000,170000
8287,Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,120000,40000,0,0,170000
8288,Klonoa,Wii,2008,Platform,Namco Bandai Games,110000,20000,30000,10000,170000
8289,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,80000,60000,0,20000,170000
8290,Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,140000,10000,0,10000,170000
8291,Resident Evil,SAT,1997,Action,Capcom,0,0,170000,0,170000
8292,Wildstar,PC,2014,Role-Playing,NCSoft,80000,70000,0,20000,170000
8293,Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0,0,170000,0,170000
8294,Apache: Air Assault,X360,2010,Simulation,Activision,120000,40000,0,10000,170000
8295,TOEIC Test Training DS,DS,2007,Misc,IE Institute,0,0,170000,0,170000
8296,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,170000,0,170000
8297,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,70000,0,80000,20000,170000
8298,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,170000,0,170000
8299,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,10000,0,150000,0,170000
8300,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,130000,0,30000,170000
8301,Anarchy Reigns,X360,2012,Action,Sega,110000,20000,20000,10000,170000
8302,FlatOut,XB,2004,Racing,Empire Interactive,120000,40000,0,10000,170000
8303,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,40000,40000,80000,10000,170000
8304,NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,150000,0,0,10000,170000
8305,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,140000,10000,0,20000,170000
8306,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,150000,10000,0,0,170000
8307,Death Trap,2600,1982,Action,Avalon Interactive,150000,10000,0,0,170000
8308,Armor Ambush,2600,1981,Action,Mattel Interactive,150000,10000,0,0,170000
8309,Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0,0,160000,0,170000
8310,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,130000,20000,0,10000,160000
8311,Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,50000,30000,60000,20000,160000
8312,Taz Wanted,PS2,2002,Platform,Atari,80000,60000,0,20000,160000
8313,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,160000,0,160000
8314,Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,130000,20000,0,10000,160000
8315,MLB 16: The Show,PS3,2016,Action,Sony Computer Entertainment,130000,0,0,30000,160000
8316,Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,160000,0,160000
8317,Vehicular Combat League presents Motor Mayhem,PS2,2001,Racing,Atari,80000,60000,0,20000,160000
8318,PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0,0,160000,0,160000
8319,Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,80000,60000,0,20000,160000
8320,Hamster Heroes,Wii,2008,Puzzle,Popcorn Arcade,160000,0,0,0,160000
8321,Hot Wheels Velocity X,GBA,2002,Racing,THQ,120000,40000,0,0,160000
8322,Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,50000,40000,60000,20000,160000
8323,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,150000,0,0,10000,160000
8324,Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,140000,10000,0,10000,160000
8325,Alien Resurrection,PS,2000,Shooter,Fox Interactive,90000,60000,0,10000,160000
8326,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,80000,60000,0,20000,160000
8327,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,130000,20000,0,20000,160000
8328,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,120000,20000,0,20000,160000
8329,F1 2011,3DS,2011,Racing,Codemasters,70000,80000,0,20000,160000
8330,Rio,DS,2011,Misc,THQ,120000,30000,0,10000,160000
8331,Gunslingers,Wii,2010,Shooter,Neko Entertainment,80000,60000,0,20000,160000
8332,Create,PS3,2010,Action,Electronic Arts,110000,30000,0,20000,160000
8333,Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,120000,0,30000,10000,160000
8334,El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,70000,50000,30000,10000,160000
8335,ESPN College Hoops,PS2,2003,Sports,Sega,80000,60000,0,20000,160000
8336,Thor: God of Thunder,Wii,2011,Action,Sega,110000,40000,0,10000,160000
8337,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,60000,50000,30000,20000,160000
8338,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,130000,0,20000,10000,160000
8339,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009,Fighting,Konami Digital Entertainment,0,0,160000,0,160000
8340,Clash of the Titans,X360,2010,Action,Namco Bandai Games,80000,60000,0,20000,160000
8341,Around the World in 80 Days,DS,2010,Action,PlayV,0,140000,0,20000,160000
8342,Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,130000,30000,0,0,160000
8343,True Swing Golf,DS,2005,Sports,Nintendo,110000,0,40000,10000,160000
8344,Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,80000,60000,0,20000,160000
8345,Bomberman Land,PS,2000,Misc,Hudson Soft,0,0,150000,10000,160000
8346,Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,120000,40000,0,0,160000
8347,Kya: Dark Lineage,PS2,2003,Adventure,Atari,80000,60000,0,20000,160000
8348,Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,20000,30000,110000,10000,160000
8349,Curious George,GBA,2006,Action,Namco Bandai Games,120000,40000,0,0,160000
8350,Monster Jam,Wii,2007,Racing,Activision,150000,0,0,10000,160000
8351,Medieval Games,Wii,2009,Action,Vir2L Studios,140000,10000,0,10000,160000
8352,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,110000,40000,0,10000,160000
8353,Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,110000,40000,0,10000,160000
8354,Lethal Skies II,PS2,2003,Simulation,Sammy Corporation,80000,60000,0,20000,160000
8355,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,70000,50000,30000,10000,160000
8356,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Action,Disney Interactive Studios,150000,0,0,10000,160000
8357,Godzilla Unleashed,Wii,2007,Fighting,Atari,150000,0,0,10000,160000
8358,Kamaitachi no Yoru × 3,PS2,2006,Adventure,Sega,0,0,160000,0,160000
8359,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,120000,40000,0,0,160000
8360,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0,0,160000,0,160000
8361,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,90000,30000,30000,10000,160000
8362,King's Field,PS,1995,Role-Playing,Sony Computer Entertainment,90000,60000,0,10000,160000
8363,Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,130000,10000,0,20000,160000
8364,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,120000,40000,0,0,160000
8365,World Stadium 4,PS,2000,Sports,Namco Bandai Games,0,0,150000,10000,160000
8366,Midway Arcade Treasures 2,GC,2004,Misc,Midway Games,130000,30000,0,0,160000
8367,Hot Wheels World Race,GC,2003,Racing,THQ,130000,30000,0,0,160000
8368,San Goku Shi Taisen DS,DS,2007,Strategy,Sega,0,0,160000,0,160000
8369,Kawa no Nushi Tsuri,PS,1998,Sports,Victor Interactive,0,0,150000,10000,160000
8370,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,90000,60000,0,10000,160000
8371,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,120000,30000,0,10000,160000
8372,Heroes over Europe,PS3,2009,Simulation,Ubisoft,120000,20000,0,20000,160000
8373,Dancing With The Stars,PS2,2007,Misc,Activision,80000,60000,0,20000,160000
8374,Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,150000,0,0,10000,160000
8375,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,50000,100000,0,10000,160000
8376,Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,70000,40000,30000,20000,160000
8377,Otogirisou,SNES,1992,Adventure,ChunSoft,0,0,160000,0,160000
8378,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0,0,160000,0,160000
8379,Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,120000,30000,0,0,160000
8380,Grease Dance,X360,2011,Misc,505 Games,110000,30000,0,10000,160000
8381,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,150000,0,0,10000,160000
8382,My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,130000,20000,0,10000,160000
8383,NASCAR '14,X360,2014,Racing,Deep Silver,150000,0,0,10000,160000
8384,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,120000,30000,0,10000,160000
8385,Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,80000,60000,0,20000,160000
8386,Dr. Muto,PS2,2002,Platform,Midway Games,80000,60000,0,20000,160000
8387,Beowulf: The Game,PS3,2007,Action,Ubisoft,140000,10000,0,10000,160000
8388,Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,150000,0,0,10000,160000
8389,DS Rakubiki Jiten,DS,2005,Misc,Nintendo,0,0,160000,0,160000
8390,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision,80000,60000,0,20000,160000
8391,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,80000,60000,0,20000,160000
8392,Angry Birds Trilogy,PS3,2012,Action,Activision,120000,20000,0,20000,160000
8393,Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,140000,0,10000,10000,160000
8394,Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,80000,60000,0,20000,160000
8395,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,160000,0,160000
8396,NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,150000,0,0,10000,160000
8397,Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,120000,30000,0,10000,160000
8398,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,80000,60000,0,20000,160000
8399,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,120000,30000,0,0,160000
8400,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,0,0,160000,0,160000
8401,The BIGS,PS3,2007,Sports,Take-Two Interactive,150000,0,0,10000,160000
8402,Flushed Away,GC,2006,Platform,D3Publisher,120000,30000,0,0,160000
8403,Eragon,DS,2006,Action,Vivendi Games,130000,20000,0,10000,160000
8404,Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,150000,0,0,10000,160000
8405,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Role-Playing,Banpresto,0,0,160000,0,160000
8406,Pro Yaky? Spirits 3,PS2,2006,Sports,Konami Digital Entertainment,0,0,160000,0,160000
8407,Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,80000,60000,0,20000,160000
8408,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,150000,0,0,10000,160000
8409,NASCAR Heat 2002,GBA,2002,Racing,Infogrames,120000,40000,0,0,160000
8410,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,80000,60000,0,20000,160000
8411,International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,0,0,160000,0,160000
8412,TNA iMPACT!,Wii,2008,Fighting,Midway Games,140000,10000,0,10000,160000
8413,Intellivision Lives!,PS2,2003,Misc,Play It,80000,60000,0,20000,160000
8414,Field Commander,PSP,2006,Strategy,Sony Online Entertainment,140000,0,0,10000,160000
8415,Robots,GC,2005,Action,Vivendi Games,120000,30000,0,0,160000
8416,Little League World Series Baseball 2009,Wii,2009,Sports,Activision,150000,0,0,10000,160000
8417,The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,110000,10000,30000,10000,160000
8418,Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0,140000,0,20000,160000
8419,Murdered: Soul Suspect,XOne,2014,Action,Square Enix,80000,70000,0,10000,160000
8420,Ener-G: Dance Squad,DS,2008,Sports,Ubisoft,150000,0,0,10000,160000
8421,Our House,DS,2009,Strategy,Majesco Entertainment,150000,0,0,10000,160000
8422,SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0,0,160000,0,160000
8423,Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,150000,0,0,10000,160000
8424,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0,0,160000,0,160000
8425,NBA 2K12,PC,2011,Sports,Take-Two Interactive,90000,50000,0,20000,160000
8426,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,110000,40000,0,0,160000
8427,Power Stakes,PS,1997,Sports,Aques,0,0,150000,10000,160000
8428,Fighters Destiny,N64,1998,Fighting,Ocean,130000,30000,0,0,160000
8429,Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,130000,30000,0,0,160000
8430,The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,BAM! Entertainment,130000,30000,0,0,160000
8431,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,Konami Digital Entertainment,0,0,120000,40000,160000
8432,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,130000,30000,0,0,160000
8433,Hydro Thunder,N64,2000,Racing,Midway Games,130000,30000,0,0,160000
8434,Space Invaders,N64,1999,Shooter,Activision,130000,30000,0,0,160000
8435,Starcraft 64,N64,2000,Strategy,Nintendo,130000,30000,0,0,160000
8436,Destruction Derby 64,N64,1999,Racing,THQ,130000,30000,0,0,160000
8437,Buck Bumble,N64,1998,Action,Ubisoft,130000,30000,0,0,160000
8438,California Speed,N64,1999,Misc,Midway Games,130000,30000,0,0,160000
8439,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0,0,120000,40000,160000
8440,Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,120000,0,30000,10000,160000
8441,Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0,150000,0,10000,160000
8442,Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,50000,20000,80000,10000,160000
8443,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,Misc,TDK Core,0,0,160000,0,160000
8444,Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,80000,30000,30000,20000,160000
8445,The Crew,PC,2014,Racing,Ubisoft,0,150000,0,10000,160000
8446,Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0,0,160000,0,160000
8447,Black & Bruised,PS2,2003,Fighting,Vivendi Games,80000,60000,0,20000,160000
8448,Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,110000,40000,0,10000,160000
8449,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0,0,160000,0,160000
8450,Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,120000,30000,0,10000,160000
8451,TimeShift,PS3,2007,Shooter,Vivendi Games,140000,10000,0,10000,160000
8452,Blitz: The League,X360,2006,Sports,Midway Games,150000,0,0,10000,160000
8453,Scripps Spelling Bee,DS,2010,Simulation,THQ,150000,0,0,10000,160000
8454,MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,80000,60000,0,30000,160000
8455,Ener-G Horse Riders,DS,2008,Sports,Ubisoft,140000,10000,0,10000,160000
8456,Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,30000,10000,110000,0,160000
8457,Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,100000,20000,40000,160000
8458,Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,150000,0,0,10000,160000
8459,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,60000,50000,20000,30000,160000
8460,SpongeBob's Truth or Square,DS,2009,Action,THQ,80000,70000,0,10000,160000
8461,Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,80000,60000,0,20000,160000
8462,Rondo of Swords (US sales),DS,2007,Role-Playing,Success,160000,0,0,0,160000
8463,Bulletstorm,PC,2011,Shooter,Electronic Arts,70000,70000,0,20000,160000
8464,Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0,0,160000,0,160000
8465,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,100000,50000,0,10000,160000
8466,MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,150000,0,0,10000,160000
8467,Amped 3,X360,2005,Sports,Take-Two Interactive,130000,20000,0,10000,160000
8468,Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,140000,10000,0,10000,160000
8469,FlatOut 2,PS2,2006,Racing,Empire Interactive,80000,60000,0,20000,160000
8470,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,140000,0,0,10000,160000
8471,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,90000,60000,0,10000,160000
8472,Burger Island,DS,2008,Action,Destineer,150000,0,0,10000,160000
8473,Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,90000,50000,0,10000,160000
8474,NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,90000,60000,0,10000,160000
8475,Tak and the Guardians of Gross,Wii,2008,Action,THQ,150000,0,0,10000,160000
8476,Just Dance: Disney Party,X360,2012,Misc,Ubisoft,130000,20000,0,10000,160000
8477,LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0,140000,0,20000,160000
8478,Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,50000,0,90000,10000,160000
8479,J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,0,0,150000,10000,160000
8480,Eve: The Lost One,SAT,1998,Adventure,Imagineer,0,0,160000,0,160000
8481,Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft,120000,30000,0,10000,160000
8482,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,110000,20000,20000,10000,160000
8483,LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,20000,90000,0,40000,160000
8484,Konami Krazy Racers,GBA,2001,Racing,Konami Digital Entertainment,90000,30000,40000,0,160000
8485,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,160000,0,160000
8486,Blitz: The League II,PS3,2008,Sports,Midway Games,110000,30000,0,20000,160000
8487,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,110000,40000,0,0,160000
8488,Racing Lagoon,PS,1999,Racing,Square,0,0,150000,10000,160000
8489,Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,140000,10000,0,10000,160000
8490,Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,150000,0,160000
8491,Just Sing!,DS,2009,Misc,DTP Entertainment,140000,10000,0,10000,160000
8492,Darksiders II,WiiU,2012,Action,THQ,70000,70000,0,10000,160000
8493,Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,150000,0,0,10000,160000
8494,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,100000,40000,0,10000,160000
8495,Imagine: Ice Champions,DS,2007,Sports,Spike,150000,0,0,10000,160000
8496,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,0,0,160000,0,160000
8497,Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,150000,0,0,10000,160000
